1 0 3 2 22 1 0 7.25 1 4
2 1 1 1 38 1 0 71.2833 83 2
3 1 3 1 26 0 0 7.925 1 4
4 1 1 1 35 1 0 53.1 57 4
5 0 3 2 35 0 0 8.05 1 4
6 0 3 2 0 0 0 8.4583 1 3
7 0 1 2 54 0 0 51.8625 131 4
8 0 3 2 2 3 1 21.075 1 4
9 1 3 1 27 0 2 11.1333 1 4
10 1 2 1 14 1 0 30.0708 1 2
11 1 3 1 4 1 1 16.7 147 4
12 1 1 1 58 0 0 26.55 51 4
13 0 3 2 20 0 0 8.05 1 4
14 0 3 2 39 1 5 31.275 1 4
15 0 3 1 14 0 0 7.8542 1 4
16 1 2 1 55 0 0 16 1 4
17 0 3 2 2 4 1 29.125 1 3
18 1 2 2 0 0 0 13 1 4
19 0 3 1 31 1 0 18 1 4
20 1 3 1 0 0 0 7.225 1 2
21 0 2 2 35 0 0 26 1 4
22 1 2 2 34 0 0 13 113 4
23 1 3 1 15 0 0 8.0292 1 3
24 1 1 2 28 0 0 35.5 15 4
25 0 3 1 8 3 1 21.075 1 4
26 1 3 1 38 1 5 31.3875 1 4
27 0 3 2 0 0 0 7.225 1 2
28 0 1 2 19 3 2 263 65 4
29 1 3 1 0 0 0 7.8792 1 3
30 0 3 2 0 0 0 7.8958 1 4
31 0 1 2 40 0 0 27.7208 1 2
32 1 1 1 0 1 0 146.5208 43 2
33 1 3 1 0 0 0 7.75 1 3
34 0 2 2 66 0 0 10.5 1 4
35 0 1 2 28 1 0 82.1708 1 2
36 0 1 2 42 1 0 52 1 4
37 1 3 2 0 0 0 7.2292 1 2
38 0 3 2 21 0 0 8.05 1 4
39 0 3 1 18 2 0 18 1 4
40 1 3 1 14 1 0 11.2417 1 2
41 0 3 1 40 1 0 9.475 1 4
42 0 2 1 27 1 0 21 1 4
43 0 3 2 0 0 0 7.8958 1 2
44 1 2 1 3 1 2 41.5792 1 2
45 1 3 1 19 0 0 7.8792 1 3
46 0 3 2 0 0 0 8.05 1 4
47 0 3 2 0 1 0 15.5 1 3
48 1 3 1 0 0 0 7.75 1 3
49 0 3 2 0 2 0 21.6792 1 2
50 0 3 1 18 1 0 17.8 1 4
51 0 3 2 7 4 1 39.6875 1 4
52 0 3 2 21 0 0 7.8 1 4
53 1 1 1 49 1 0 76.7292 103 2
54 1 2 1 29 1 0 26 1 4
55 0 1 2 65 0 1 61.9792 25 2
56 1 1 2 0 0 0 35.5 73 4
57 1 2 1 21 0 0 10.5 1 4
58 0 3 2 28.5 0 0 7.2292 1 2
59 1 2 1 5 1 2 27.75 1 4
60 0 3 2 11 5 2 46.9 1 4
61 0 3 2 22 0 0 7.2292 1 2
62 1 1 1 38 0 0 80 23 1
63 0 1 2 45 1 0 83.475 82 4
64 0 3 2 4 3 2 27.9 1 4
65 0 1 2 0 0 0 27.7208 1 2
66 1 3 2 0 1 1 15.2458 1 2
67 1 2 1 29 0 0 10.5 144 4
68 0 3 2 19 0 0 8.1583 1 4
69 1 3 1 17 4 2 7.925 1 4
70 0 3 2 26 2 0 8.6625 1 4
71 0 2 2 32 0 0 10.5 1 4
72 0 3 1 16 5 2 46.9 1 4
73 0 2 2 21 0 0 73.5 1 4
74 0 3 2 26 1 0 14.4542 1 2
75 1 3 2 32 0 0 56.4958 1 4
76 0 3 2 25 0 0 7.65 142 4
77 0 3 2 0 0 0 7.8958 1 4
78 0 3 2 0 0 0 8.05 1 4
79 1 2 2 0.83 0 2 29 1 4
80 1 3 1 30 0 0 12.475 1 4
81 0 3 2 22 0 0 9 1 4
82 1 3 2 29 0 0 9.5 1 4
83 1 3 1 0 0 0 7.7875 1 3
84 0 1 2 28 0 0 47.1 1 4
85 1 2 1 17 0 0 10.5 1 4
86 1 3 1 33 3 0 15.85 1 4
87 0 3 2 16 1 3 34.375 1 4
88 0 3 2 0 0 0 8.05 1 4
89 1 1 1 23 3 2 263 65 4
90 0 3 2 24 0 0 8.05 1 4
91 0 3 2 29 0 0 8.05 1 4
92 0 3 2 20 0 0 7.8542 1 4
93 0 1 2 46 1 0 61.175 124 4
94 0 3 2 26 1 2 20.575 1 4
95 0 3 2 59 0 0 7.25 1 4
96 0 3 2 0 0 0 8.05 1 4
97 0 1 2 71 0 0 34.6542 14 2
98 1 1 2 23 0 1 63.3583 93 2
99 1 2 1 34 0 1 23 1 4
100 0 2 2 34 1 0 26 1 4
101 0 3 1 28 0 0 7.8958 1 4
102 0 3 2 0 0 0 7.8958 1 4
103 0 1 2 21 0 1 77.2875 100 4
104 0 3 2 33 0 0 8.6542 1 4
105 0 3 2 37 2 0 7.925 1 4
106 0 3 2 28 0 0 7.8958 1 4
107 1 3 1 21 0 0 7.65 1 4
108 1 3 2 0 0 0 7.775 1 4
109 0 3 2 38 0 0 7.8958 1 4
110 1 3 1 0 1 0 24.15 1 3
111 0 1 2 47 0 0 52 54 4
112 0 3 1 14.5 1 0 14.4542 1 2
113 0 3 2 22 0 0 8.05 1 4
114 0 3 1 20 1 0 9.825 1 4
115 0 3 1 17 0 0 14.4583 1 2
116 0 3 2 21 0 0 7.925 1 4
117 0 3 2 70.5 0 0 7.75 1 3
118 0 2 2 29 1 0 21 1 4
119 0 1 2 24 0 1 247.5208 38 2
120 0 3 1 2 4 2 31.275 1 4
121 0 2 2 21 2 0 73.5 1 4
122 0 3 2 0 0 0 8.05 1 4
123 0 2 2 32.5 1 0 30.0708 1 2
124 1 2 1 32.5 0 0 13 118 4
125 0 1 2 54 0 1 77.2875 100 4
126 1 3 2 12 1 0 11.2417 1 2
127 0 3 2 0 0 0 7.75 1 3
128 1 3 2 24 0 0 7.1417 1 4
129 1 3 1 0 1 1 22.3583 140 2
130 0 3 2 45 0 0 6.975 1 4
131 0 3 2 33 0 0 7.8958 1 2
132 0 3 2 20 0 0 7.05 1 4
133 0 3 1 47 1 0 14.5 1 4
134 1 2 1 29 1 0 26 1 4
135 0 2 2 25 0 0 13 1 4
136 0 2 2 23 0 0 15.0458 1 2
137 1 1 1 19 0 2 26.2833 109 4
138 0 1 2 37 1 0 53.1 57 4
139 0 3 2 16 0 0 9.2167 1 4
140 0 1 2 24 0 0 79.2 47 2
141 0 3 1 0 0 2 15.2458 1 2
142 1 3 1 22 0 0 7.75 1 4
143 1 3 1 24 1 0 15.85 1 4
144 0 3 2 19 0 0 6.75 1 3
